1,21,90,136,166,195,266,332,399,457,506,552,613,640,715,688,759,829,863,920,966,1000,1052,1126,1194,1271,1330,1391,1444,1499,
1,62,87,61,81,103,175,217,213,239,300,354,398,470,422,500,575,582,644,648,704,681,733,792,860,931,956,963,1017,1089,1121,1096,1165,1212,1286,1341,1420,1499,
1,26,75,140,173,160,170,246,305,290,329,386,447,528,564,632,678,740,769,840,911,950,993,1074,1054,1098,1155,1144,1184,1257,1309,1356,1435,1499,
