1,92,186,316,418,465,579,685,771,817,845,985,1073,1139,1174,1297,1409,1499,
1,82,159,138,208,237,371,454,553,641,720,821,942,874,896,1023,1123,1270,1398,1499,
1,113,119,265,375,360,504,430,568,516,603,665,781,763,871,948,1093,1182,1326,1452,1499,
