1,123,176,189,224,246,374,468,581,715,842,813,937,1042,1120,1163,1153,1279,1358,1499,
1,91,171,221,303,439,453,543,669,768,689,754,859,831,896,982,998,1097,1196,1214,1355,1499,
1,82,175,306,443,522,665,748,884,1018,1099,1230,1285,1397,1499,
