1,10,28,30,40,43,46,63,62,72,88,106,122,125,135,137,147,165,183,192,197,212,228,245,263,268,266,280,297,303,315,330,348,360,376,379,390,406,421,433,447,465,483,493,499,505,514,532,538,555,569,587,591,600,607,622,617,630,648,659,676,692,705,720,735,744,757,763,781,791,803,811,821,823,822,839,852,862,865,877,881,896,907,918,927,944,962,974,985,1001,1002,1018,1029,1045,1047,1061,1077,1093,1083,1096,1114,1125,1133,1151,1164,1178,1196,1214,1219,1224,1242,1253,1256,1274,1280,1295,1308,1323,1338,1348,1362,1363,1368,1358,1373,1388,1386,1397,1396,1411,1426,1442,1446,1462,1474,1485,1499,
1,18,28,43,51,56,44,53,69,83,93,110,104,118,129,142,146,150,162,174,178,188,205,222,235,242,259,272,283,294,300,315,320,331,345,355,373,375,389,393,411,427,443,446,464,478,494,505,521,529,540,557,558,574,581,591,608,604,622,636,625,642,641,637,652,667,683,688,706,724,736,751,766,776,790,795,812,822,836,844,860,875,891,899,915,930,944,957,974,985,1002,1018,1016,1034,1045,1040,1042,1047,1061,1053,1069,1087,1081,1091,1100,1110,1122,1118,1133,1139,1157,1153,1166,1181,1185,1190,1173,1182,1192,1203,1219,1227,1245,1262,1269,1287,1281,1292,1303,1313,1330,1347,1359,1370,1366,1383,1386,1403,1412,1409,1411,1426,1440,1431,1434,1451,1465,1482,1499,
1,16,34,30,44,54,67,85,95,97,106,114,125,139,155,156,173,182,200,199,209,217,235,249,264,279,294,298,296,299,317,332,349,366,378,379,394,410,419,420,426,418,435,432,447,454,471,484,498,516,520,533,547,557,555,571,585,592,587,604,605,620,625,638,646,657,662,672,689,702,716,723,740,741,755,756,772,789,804,815,825,835,817,834,851,855,870,881,895,912,914,913,928,939,946,947,964,980,988,1006,1023,1027,1044,1056,1073,1089,1105,1108,1116,1129,1145,1163,1180,1189,1206,1213,1229,1244,1254,1243,1247,1261,1268,1282,1299,1315,1324,1342,1346,1356,1372,1379,1391,1403,1417,1430,1431,1445,1455,1456,1471,1482,1499,
