1,40,95,112,99,127,169,176,209,326,372,425,526,555,639,723,750,838,916,880,959,1004,1078,1161,1278,1246,1335,1410,1499,
1,9,44,150,57,143,166,244,294,384,439,497,588,675,788,870,930,985,1078,1120,1158,1232,1325,1417,1499,
1,8,99,190,282,385,500,569,683,760,780,885,938,1002,1064,1100,1170,1264,1181,1282,1354,1412,1499,
