1,33,40,53,66,50,80,100,129,157,190,200,229,240,249,263,281,291,303,335,349,378,412,447,466,480,502,523,556,560,593,616,621,644,661,676,677,687,711,736,746,776,803,802,822,833,866,887,914,939,966,960,970,984,1005,1001,1019,1021,1043,1029,1049,1070,1097,1129,1147,1172,1197,1217,1238,1267,1277,1308,1333,1361,1369,1402,1432,1454,1488,1499,
1,14,24,25,28,29,50,77,95,111,145,152,168,180,211,240,271,303,322,334,368,374,407,432,423,450,482,517,533,568,590,622,656,683,718,720,745,780,798,823,848,883,909,937,943,933,966,991,1003,1024,1034,1068,1096,1113,1144,1178,1167,1184,1208,1219,1215,1227,1260,1289,1321,1354,1378,1400,1416,1399,1396,1429,1449,1472,1499,
1,15,41,62,67,69,98,133,162,181,207,226,247,246,263,251,284,306,319,343,369,404,423,447,457,481,491,511,540,558,586,615,643,678,710,736,731,756,783,803,824,841,855,870,903,932,965,993,1019,1051,1073,1100,1105,1138,1165,1159,1170,1205,1237,1257,1268,1300,1326,1358,1373,1407,1437,1450,1476,1499,
