1,64,101,88,144,221,231,304,282,367,314,385,465,538,628,673,681,758,850,839,905,987,1070,1145,1235,1234,1265,1325,1412,1499,
1,40,80,129,188,204,254,294,351,418,432,377,461,528,615,648,721,794,824,842,927,1007,1097,1141,1168,1232,1195,1283,1323,1414,1499,
1,88,156,147,69,154,200,124,180,176,270,249,309,398,399,378,437,525,617,708,794,874,958,1032,1103,1194,1242,1255,1337,1431,1499,
