1,4,23,75,41,57,113,129,209,205,258,359,454,355,425,526,573,620,721,821,808,851,926,981,1080,1147,1233,1221,1303,1348,1419,1499,
1,100,78,73,155,224,268,367,435,527,596,555,635,676,742,774,855,947,1008,934,996,958,1023,1033,1132,1198,1299,1346,1427,1499,
1,43,121,188,263,212,284,294,383,465,534,632,721,814,815,864,884,976,936,959,1032,1093,1152,1221,1261,1353,1424,1499,
