1,20,36,50,48,67,81,89,98,101,104,109,126,143,151,162,178,193,208,224,240,259,245,253,269,275,267,284,301,306,322,341,346,336,350,359,368,385,400,416,410,402,413,432,441,458,453,461,472,480,497,514,524,536,535,548,562,568,571,572,591,593,612,621,633,643,662,678,689,697,715,727,735,745,740,728,744,757,759,767,785,803,814,818,824,832,845,864,877,892,901,915,916,929,927,939,953,943,957,966,981,990,985,983,993,1012,1021,1031,1036,1053,1060,1077,1094,1104,1122,1125,1114,1130,1143,1157,1172,1191,1187,1203,1194,1195,1210,1229,1247,1256,1274,1288,1302,1305,1317,1324,1331,1340,1345,1361,1379,1398,1410,1425,1444,1448,1455,1463,1482,1499,
1,4,17,27,43,46,53,70,78,89,79,98,109,128,141,155,169,176,190,205,221,238,249,265,261,272,283,298,315,330,340,357,373,384,393,407,426,435,446,439,455,465,478,493,509,526,515,532,544,562,579,581,599,607,623,635,632,634,645,664,669,687,705,722,727,724,734,733,746,761,779,774,788,807,819,830,839,852,855,874,890,878,892,900,916,923,941,956,968,986,998,1012,1028,1041,1056,1066,1069,1087,1089,1104,1110,1109,1122,1140,1158,1154,1170,1179,1196,1208,1204,1200,1217,1235,1226,1244,1242,1259,1266,1274,1293,1305,1311,1330,1348,1359,1369,1387,1399,1403,1401,1420,1432,1444,1461,1472,1478,1488,1499,
1,6,23,8,11,24,40,54,53,62,73,77,92,102,121,139,157,172,186,200,210,229,241,257,259,278,280,298,311,315,327,342,361,355,370,389,407,409,418,437,453,471,472,491,482,494,511,524,541,556,550,553,562,579,585,599,608,615,628,645,655,674,691,706,721,728,740,754,773,790,804,821,839,855,859,872,879,880,894,911,929,948,957,967,980,964,975,991,1003,1020,1021,1030,1035,1037,1050,1057,1067,1082,1101,1112,1122,1131,1149,1154,1168,1181,1200,1191,1209,1213,1221,1240,1258,1264,1259,1268,1275,1288,1305,1308,1320,1321,1339,1358,1353,1367,1368,1387,1389,1405,1424,1443,1444,1461,1464,1482,1499,
