1,107,182,221,267,380,447,546,596,603,595,711,805,926,1034,1158,1238,1340,1419,1499,
1,62,112,198,96,175,302,417,499,621,745,877,965,1077,1147,1250,1373,1499,
1,115,241,353,469,586,541,608,694,821,814,905,953,1039,1075,1095,1166,1252,1172,1283,1359,1433,1499,
