1,117,255,180,328,431,447,567,654,655,726,821,898,1041,1189,1309,1440,1499,
1,103,240,277,362,351,463,485,628,773,917,998,1118,1192,1158,1235,1360,1499,
1,97,171,234,169,274,392,539,625,746,766,909,964,976,1032,1121,1207,1329,1362,1499,
