1,97,145,313,447,490,618,781,835,966,1029,1161,1149,1285,1435,1499,
1,147,259,336,505,390,489,556,456,607,711,612,762,893,1056,1208,1291,1327,1377,1499,
1,164,214,246,351,519,679,798,844,993,1031,1174,1309,1471,1499,
