1,57,110,169,221,274,318,277,316,383,434,482,528,577,545,531,555,604,644,705,724,747,811,875,937,1005,1016,999,1055,1068,1133,1181,1216,1224,1251,1314,1380,1433,1499,
1,17,59,107,72,126,128,186,144,207,270,310,375,428,432,479,511,558,619,653,598,668,649,676,636,698,745,770,831,886,835,896,959,1017,1087,1112,1170,1238,1276,1314,1382,1446,1499,
1,18,67,134,151,197,225,289,346,356,404,442,485,547,604,668,699,770,834,845,873,915,980,1049,1077,1136,1204,1244,1285,1318,1305,1308,1315,1312,1374,1442,1499,
