1,18,26,122,100,181,267,322,336,414,480,541,623,665,679,768,858,911,995,1045,1083,1169,1263,1324,1419,1499,
1,85,166,260,268,303,376,400,488,494,573,574,622,713,798,853,884,872,901,981,1052,1108,1094,1187,1163,1223,1237,1145,1224,1291,1387,1432,1499,
1,36,107,18,58,150,224,290,335,362,457,458,515,509,576,627,655,736,759,841,858,883,963,1047,1138,1218,1284,1334,1420,1499,
