1413,1344,1314,1262,1230,1135,1083,1075,1063,957,935,861,793,603,598,353,323,303,279,203,112,67,4,
1439,1371,1353,1323,1309,1290,1099,927,913,798,681,627,611,579,574,528,486,482,426,423,421,293,291,228,222,35,19,
1476,1383,1352,1251,1245,1170,1163,1158,1070,1037,1024,953,919,906,899,887,865,863,807,798,662,507,492,431,414,397,375,239,209,178,112,56,
