1,78,152,206,243,321,355,401,476,492,536,607,614,689,760,803,882,960,995,1055,1052,1123,1174,1207,1253,1305,1364,1431,1499,
1,65,37,101,115,177,250,319,362,400,459,487,563,525,546,602,614,674,743,820,897,899,920,925,991,1025,1051,1110,1181,1260,1313,1317,1394,1461,1499,
1,31,32,102,132,184,229,290,362,425,420,494,538,594,606,630,703,781,848,896,973,1013,1073,1098,1155,1187,1112,1157,1173,1169,1240,1299,1375,1454,1499,
