1,82,217,376,523,494,597,585,618,664,815,875,1018,1000,1148,1164,1335,1499,
1,29,150,186,127,215,331,482,585,750,863,1037,1202,1367,1499,
1,115,243,395,532,680,781,934,1084,1225,1399,1499,
