1,88,126,124,220,311,349,407,457,493,478,481,525,597,666,709,689,748,800,862,957,961,1045,1100,1191,1259,1189,1239,1267,1346,1408,1499,
1,69,90,185,137,192,288,334,413,507,596,658,751,830,920,977,1065,1122,1158,1220,1210,1271,1358,1393,1481,1499,
1,88,163,238,299,343,346,437,442,483,543,620,711,787,817,774,853,878,945,1031,1036,1089,1075,1128,1046,1131,1226,1206,1299,1360,1440,1499,
