1,31,42,90,49,98,126,131,167,211,263,298,309,329,336,325,371,373,405,445,494,536,578,623,633,637,679,721,761,812,856,904,917,952,989,1001,992,1017,1064,1038,1071,1109,1159,1176,1219,1241,1284,1300,1327,1343,1384,1431,1468,1499,
1,53,103,110,155,120,173,213,264,281,332,367,419,434,478,503,535,574,561,606,658,616,626,671,704,725,751,766,817,870,911,952,989,1041,1024,995,1033,1078,1118,1152,1144,1150,1192,1177,1219,1236,1272,1322,1311,1351,1327,1361,1399,1447,1499,
1,40,22,45,92,77,105,152,146,198,178,210,229,276,267,294,337,386,425,447,462,511,559,574,595,630,594,635,634,648,701,714,750,754,757,797,845,830,851,900,917,945,994,995,1041,1088,1131,1162,1200,1218,1189,1242,1266,1286,1316,1270,1309,1329,1380,1428,1477,1499,
