1,35,20,44,99,147,200,246,239,289,337,362,410,458,489,466,512,565,592,599,587,628,682,712,764,815,852,870,928,942,924,965,988,1029,1033,1055,1069,1085,1116,1159,1156,1206,1222,1250,1301,1350,1396,1391,1447,1499,
1,19,59,112,165,194,197,242,273,322,349,397,382,433,474,519,580,591,644,698,751,790,851,901,926,943,914,964,988,1004,1060,1103,1154,1166,1196,1244,1303,1351,1383,1415,1373,1421,1458,1499,
1,5,35,42,68,122,174,182,171,223,282,340,297,310,344,371,428,484,481,495,534,585,590,645,692,753,798,820,874,889,924,967,1024,1050,1091,1098,1147,1188,1203,1253,1277,1325,1354,1409,1443,1499,
