1,33,114,112,155,192,244,218,305,391,479,568,642,703,760,786,704,750,802,826,893,945,1021,1073,1126,1210,1264,1336,1357,1434,1499,
1,62,10,79,147,195,275,332,413,449,535,611,689,751,815,857,891,920,978,1054,1073,1096,1176,1194,1237,1308,1387,1451,1499,
1,89,103,124,181,246,220,275,355,359,391,435,436,518,582,545,611,666,707,766,812,842,903,959,1019,1038,1119,1149,1210,1271,1279,1287,1358,1429,1499,
