1,135,62,77,69,196,272,354,450,572,627,752,823,902,1040,1075,1125,1148,1105,1209,1222,1365,1499,
1,132,253,178,261,326,457,539,648,771,883,1000,1047,1149,1275,1408,1499,
1,82,212,300,445,359,365,437,537,610,749,868,979,1051,1138,1202,1308,1418,1499,
