1,43,19,71,119,83,104,143,192,248,282,341,376,426,429,487,547,590,575,608,631,634,650,695,728,729,776,814,861,889,945,996,1016,1054,1104,1053,1073,1057,1113,1166,1195,1198,1204,1253,1252,1280,1311,1354,1409,1372,1402,1455,1499,
1,34,88,87,143,141,144,197,237,280,284,323,362,414,474,530,552,578,600,622,636,685,736,753,806,847,857,878,912,944,992,1007,1057,1099,1072,1066,1081,1124,1157,1192,1242,1273,1321,1374,1410,1449,1499,
1,27,63,107,161,221,212,269,312,361,382,362,418,398,395,425,470,493,442,499,550,596,620,560,598,627,665,687,744,784,836,805,850,867,916,945,986,1011,985,1030,984,1017,1070,1119,1149,1176,1192,1251,1247,1298,1354,1413,1461,1499,
