1,148,245,386,401,463,487,638,681,774,918,960,1121,1182,1319,1439,1499,
1,89,183,287,135,267,282,292,385,517,495,632,740,899,924,1010,1090,1121,1285,1408,1499,
1,5,25,65,133,287,427,483,623,737,867,1015,975,1011,1160,1287,1397,1499,
