1,38,94,120,168,211,240,299,324,340,397,456,478,519,564,626,688,704,754,807,831,865,902,953,985,947,1001,992,1042,1076,1130,1165,1160,1190,1209,1248,1203,1260,1257,1302,1263,1309,1315,1337,1384,1425,1411,1445,1499,
1,46,30,91,147,168,220,236,281,328,381,434,455,504,563,594,551,612,660,691,675,685,709,765,827,872,921,977,991,1041,1095,1147,1182,1239,1273,1335,1333,1390,1439,1499,
1,36,65,68,115,116,174,212,257,319,375,376,358,418,451,477,535,562,561,583,633,686,712,746,796,803,846,899,961,1022,1077,1139,1124,1089,1127,1180,1237,1299,1321,1352,1395,1432,1480,1499,
