1,60,125,109,143,211,258,279,278,340,398,400,455,510,512,532,541,586,569,623,659,707,722,705,742,799,751,787,843,911,975,1040,1084,1062,1049,1118,1159,1208,1176,1227,1275,1312,1350,1406,1442,1499,
1,52,110,165,169,233,293,326,372,384,432,468,465,532,588,629,692,687,720,786,846,820,802,868,880,924,967,1009,1052,1097,1147,1188,1249,1261,1306,1355,1390,1410,1436,1499,
1,36,89,106,117,177,241,309,369,408,360,409,399,403,464,513,552,583,623,684,752,806,862,902,943,1007,1031,966,1033,1081,1137,1204,1262,1308,1333,1394,1421,1420,1479,1499,
