1,45,123,226,321,260,202,364,394,565,637,720,869,854,1027,1064,1148,1323,1499,
1,156,305,410,427,509,661,700,859,892,1054,1076,1192,1321,1499,
1,20,190,283,196,230,96,255,306,482,453,551,731,900,1017,1190,1365,1499,
