1,213,385,479,667,797,891,994,1028,1235,1303,1499,
1,27,92,287,459,636,764,924,785,788,951,1159,1339,1499,
1,84,201,271,155,352,378,585,687,829,1014,1024,1021,1118,1304,1499,
