1,127,176,181,338,410,356,291,429,527,584,485,602,750,810,803,935,1066,1088,1212,1369,1499,
1,68,47,143,274,192,297,197,308,459,454,545,695,744,738,868,995,1135,1270,1388,1499,
1,78,220,302,439,469,578,638,490,569,613,669,820,889,1035,1175,1326,1362,1499,
