1,125,169,149,134,239,279,164,166,206,308,362,491,615,743,865,981,1034,1141,1215,1324,1375,1499,
1,45,166,206,336,427,520,631,663,785,872,832,838,948,991,982,1020,1145,1224,1268,1386,1499,
1,92,197,266,332,452,532,658,754,864,915,1044,1117,1178,1303,1431,1499,
