1,30,35,93,115,144,185,251,303,331,381,407,469,526,565,617,656,716,778,780,823,880,930,950,994,1043,1067,1107,1131,1191,1257,1314,1368,1413,1444,1499,
1,47,88,133,177,241,289,336,392,420,472,502,564,624,682,741,807,758,788,851,820,784,839,850,904,939,988,1024,1081,1129,1168,1222,1286,1339,1383,1435,1499,
1,40,65,107,168,171,199,258,259,318,347,392,411,463,502,476,533,553,581,647,665,687,746,810,872,889,952,1011,1060,1028,1081,1139,1202,1245,1285,1323,1352,1368,1377,1395,1449,1499,
