1,126,35,158,140,234,309,351,467,470,487,443,536,666,641,725,829,943,967,1057,1163,1287,1380,1499,
1,10,93,151,241,293,302,358,468,573,640,765,872,907,928,951,1009,1096,1202,1115,1187,1293,1406,1499,
1,114,150,129,169,291,415,519,561,534,426,542,557,687,812,781,756,887,968,1066,1158,1268,1319,1421,1499,
