1,20,15,25,40,56,64,79,69,77,87,85,104,119,125,143,163,183,193,207,219,237,258,279,292,302,320,339,352,361,382,403,424,442,463,443,458,477,498,481,500,518,526,539,557,578,596,608,626,638,648,665,681,702,707,728,740,755,761,763,781,800,818,832,835,854,844,856,876,891,903,902,905,914,924,939,943,960,978,988,1009,1005,1020,1038,1055,1071,1091,1083,1089,1101,1110,1130,1142,1160,1176,1194,1200,1213,1231,1249,1260,1271,1272,1288,1308,1317,1332,1328,1337,1344,1353,1363,1381,1390,1401,1412,1432,1448,1456,1443,1464,1479,1499,
1,11,28,45,58,69,90,108,120,138,137,148,167,176,196,216,225,227,248,262,256,265,278,293,312,331,351,369,387,392,394,412,429,443,444,452,458,462,483,495,507,523,522,540,554,573,591,583,596,606,614,624,635,656,670,658,677,694,715,713,712,733,745,740,754,774,793,787,788,798,810,820,824,841,850,865,881,902,906,924,930,935,931,943,960,975,990,1007,1010,999,996,1009,1026,1047,1065,1070,1089,1082,1101,1118,1134,1149,1160,1175,1190,1210,1212,1223,1235,1237,1258,1253,1273,1290,1300,1319,1326,1347,1368,1372,1387,1398,1391,1405,1412,1420,1425,1437,1450,1455,1453,1470,1484,1499,
1,0,2,12,29,40,56,72,90,101,122,123,137,152,165,178,197,216,236,254,257,273,293,311,322,339,336,337,353,365,360,376,392,396,403,402,421,426,442,455,461,477,476,493,511,521,540,527,535,555,572,592,594,610,626,635,639,638,657,655,675,663,682,698,690,706,717,734,744,762,771,792,799,807,819,837,831,845,858,878,895,916,931,915,936,957,967,984,1002,1015,1024,1032,1041,1054,1065,1078,1094,1108,1116,1135,1146,1165,1179,1190,1208,1223,1237,1255,1272,1276,1296,1307,1326,1334,1355,1371,1372,1392,1395,1393,1412,1419,1430,1445,1457,1470,1474,1479,1499,
