1,50,55,71,63,77,123,108,106,126,141,186,227,249,262,306,350,371,391,386,423,466,456,484,523,573,601,643,628,625,664,694,732,779,803,853,835,850,873,901,920,963,999,1044,1082,1059,1094,1142,1154,1140,1189,1233,1240,1282,1325,1357,1405,1445,1441,1481,1499,
1,48,90,61,101,151,183,213,215,256,285,291,335,373,381,414,460,502,527,576,614,645,689,728,777,758,771,785,826,870,844,874,896,894,888,901,855,860,910,943,941,979,1019,1052,1071,1060,1108,1120,1115,1152,1161,1210,1217,1231,1254,1245,1234,1284,1320,1342,1387,1425,1454,1499,
1,5,27,25,41,85,109,134,179,228,256,297,310,327,366,397,409,459,467,516,542,586,549,570,607,637,631,654,702,738,774,795,831,846,876,874,924,969,1016,1033,1046,1088,1100,1077,1112,1120,1153,1144,1166,1155,1205,1157,1196,1225,1267,1277,1308,1333,1356,1394,1418,1460,1499,
