1,114,263,250,399,366,511,579,725,796,948,1090,1146,1235,1380,1499,
1,42,83,233,325,464,582,622,722,815,936,1028,1053,1043,979,1070,1220,1342,1433,1499,
1,117,176,310,213,275,365,504,618,716,700,765,913,1051,1203,1239,1371,1499,
