1,3,61,127,172,227,290,297,346,395,444,455,462,516,573,639,627,694,711,779,848,897,903,898,917,982,1041,1101,1166,1228,1241,1278,1313,1352,1415,1473,1499,
1,52,101,110,169,229,275,264,308,346,416,462,528,593,531,559,606,564,632,699,742,808,823,860,922,989,1013,1080,1049,1088,1146,1201,1248,1299,1331,1354,1382,1443,1499,
1,20,14,23,77,75,138,161,152,220,252,316,375,438,504,471,529,587,655,719,758,760,738,721,755,780,832,889,929,966,1029,1088,1073,1136,1194,1161,1204,1248,1281,1328,1392,1372,1442,1499,
