1,51,75,152,105,163,219,267,333,387,451,506,521,589,647,661,738,753,818,883,953,1029,1084,1143,1126,1202,1277,1343,1409,1469,1499,
1,48,59,42,103,116,132,164,222,253,270,345,304,343,381,452,528,596,622,686,751,813,868,939,888,934,977,1048,1120,1177,1180,1253,1274,1338,1409,1369,1438,1499,
1,43,9,76,86,146,200,233,279,352,409,432,504,555,539,553,625,698,713,734,794,851,900,867,917,957,1006,1054,1126,1191,1179,1248,1315,1327,1399,1473,1499,
