1,116,232,196,315,416,453,376,485,644,692,648,778,689,828,850,996,1121,1130,1239,1382,1499,
1,157,95,154,112,197,208,184,282,372,450,396,478,467,530,686,766,916,1034,1157,1211,1259,1417,1499,
1,155,279,414,525,541,618,766,839,933,1003,875,920,1058,939,1042,1149,1250,1328,1362,1499,
