1485,1410,1358,1084,1070,1052,1026,956,864,835,808,791,728,709,678,495,425,412,357,225,150,92,39,
1482,1476,1449,1427,1267,1208,1200,1145,1143,1123,1069,980,954,940,845,762,667,594,592,431,316,242,202,164,144,
1488,1481,1389,1369,1340,1283,1134,1110,1057,1054,974,892,770,707,660,611,566,547,538,521,507,420,412,2,
