1,19,79,169,291,347,392,523,457,577,720,849,968,1112,1188,1300,1439,1499,
1,143,277,388,437,574,647,722,873,1007,1125,1272,1404,1499,
1,102,230,358,403,539,593,715,814,885,1031,1163,1297,1428,1499,
