1,66,211,169,286,384,462,467,535,665,798,793,938,1042,1084,1231,1276,1417,1499,
1,117,223,245,325,385,532,665,806,949,1086,1224,1324,1391,1499,
1,103,208,160,92,238,363,262,346,398,452,579,453,534,593,736,810,915,1054,1179,1253,1378,1499,
