1,43,89,197,303,408,473,550,572,673,742,812,919,983,1091,1191,1296,1391,1499,
1,24,111,25,104,186,181,290,374,478,568,666,680,758,823,802,864,960,1060,1142,1191,1272,1325,1432,1499,
1,28,53,122,201,277,327,409,394,482,557,601,595,699,715,811,884,950,1045,1077,1174,1261,1309,1324,1401,1499,
