1,122,111,214,313,396,472,626,793,924,1079,1120,1190,1025,1187,1188,1355,1499,
1,48,185,136,231,363,417,579,708,854,1014,1115,1189,1337,1499,
1,58,233,344,456,557,674,708,787,930,1081,1236,1408,1499,
