1,85,185,288,268,345,437,481,580,683,633,725,797,872,939,960,1015,1081,1175,1279,1327,1401,1499,
1,82,39,140,225,329,411,396,388,481,586,604,661,719,821,884,897,985,1047,1050,1132,1224,1275,1281,1372,1430,1499,
1,62,136,187,258,337,412,367,472,567,635,714,802,751,789,843,931,969,1066,1111,1178,1228,1191,1286,1387,1470,1499,
