1,109,177,273,161,263,353,388,436,550,530,665,707,835,821,827,715,851,881,961,1067,1121,1243,1355,1412,1499,
1,119,240,335,404,516,508,632,676,813,876,1013,1068,1087,1201,1283,1418,1499,
1,107,155,259,228,302,411,323,436,353,461,457,585,691,820,854,923,998,1015,1102,1205,1166,1293,1421,1499,
