1,89,165,168,243,291,363,438,466,501,535,537,625,706,738,822,911,870,884,910,994,1090,1170,1232,1310,1393,1447,1499,
1,61,155,163,218,292,381,436,447,511,520,542,614,618,702,791,810,751,743,712,807,895,962,1038,1105,1136,1125,1172,1242,1231,1323,1325,1378,1471,1499,
1,80,82,145,77,173,177,186,250,336,393,474,530,607,684,662,691,683,718,739,749,846,898,866,959,991,1011,1045,1135,1155,1172,1198,1182,1246,1313,1380,1406,1499,
