1,12,28,39,67,77,63,100,123,158,179,184,192,228,257,289,302,305,329,362,377,410,446,455,483,513,533,563,595,630,663,698,732,749,785,778,800,836,868,896,919,955,934,932,967,989,1022,1016,1053,1075,1095,1124,1134,1158,1121,1153,1180,1200,1229,1266,1298,1309,1313,1346,1383,1415,1395,1432,1462,1499,
1,24,50,84,97,108,133,115,131,160,185,222,259,296,329,364,390,401,418,437,472,505,532,549,580,607,615,634,671,700,718,746,749,782,810,822,856,855,886,923,957,968,985,1022,1047,1071,1106,1122,1153,1168,1185,1206,1216,1229,1235,1231,1267,1291,1285,1318,1334,1346,1382,1394,1414,1429,1465,1499,
1,3,25,26,50,24,55,76,112,141,142,172,180,179,207,244,279,292,319,344,371,406,424,457,489,521,539,523,550,587,608,635,665,640,653,689,709,738,753,787,816,832,867,877,912,910,942,941,954,963,979,1004,1036,1064,1073,1089,1113,1139,1132,1143,1178,1206,1208,1221,1252,1254,1277,1282,1307,1327,1357,1379,1364,1382,1419,1428,1455,1486,1499,
