1377,1330,1142,952,905,890,859,602,581,575,286,283,65,58,29,
1430,1296,1219,1129,1079,1049,948,799,775,747,521,493,448,360,281,261,147,
1406,1375,1143,1006,954,950,866,750,722,713,592,523,518,489,407,363,340,306,284,267,202,192,98,8,
