1,20,48,71,66,81,106,124,136,114,134,155,187,196,209,243,265,283,299,331,362,390,401,436,465,487,503,530,551,587,614,636,663,690,685,688,691,716,719,739,775,762,798,801,813,839,856,886,905,906,938,960,990,1022,1043,1066,1067,1096,1123,1109,1145,1135,1159,1150,1173,1201,1233,1235,1271,1303,1339,1361,1370,1387,1405,1440,1474,1499,
1,36,38,62,88,119,147,163,175,209,244,280,297,331,364,328,352,375,374,400,429,457,486,498,508,520,537,565,580,606,635,657,682,695,727,762,786,807,819,851,880,890,910,930,929,957,976,984,1001,1023,1044,1031,1064,1093,1104,1125,1135,1164,1190,1199,1235,1264,1296,1283,1287,1298,1311,1324,1359,1393,1426,1459,1466,1499,
1,3,18,38,50,79,114,143,148,177,200,234,232,266,301,317,338,342,378,408,421,442,468,484,516,512,501,534,564,563,581,598,632,649,671,675,708,726,729,755,785,806,841,849,884,912,939,963,985,1007,1032,1010,1029,1043,1075,1083,1098,1111,1108,1143,1178,1212,1246,1273,1239,1256,1281,1307,1336,1366,1373,1367,1384,1409,1435,1464,1499,
