1,26,55,56,50,87,125,160,182,217,248,287,323,360,379,411,440,434,471,508,547,562,588,627,647,664,679,719,750,730,765,792,794,803,835,854,865,900,937,915,946,976,1006,1031,1053,1081,1113,1147,1177,1214,1254,1275,1301,1313,1336,1375,1350,1387,1421,1460,1499,
1,20,30,34,49,82,121,99,114,152,166,172,194,216,253,270,296,316,352,340,356,392,421,434,474,492,531,544,547,577,608,634,655,695,726,754,783,810,847,869,904,935,964,983,987,1009,1044,1045,1078,1112,1114,1145,1176,1157,1172,1200,1235,1248,1280,1312,1352,1390,1418,1442,1475,1499,
1,2,25,4,41,78,91,113,145,179,183,167,190,202,239,259,294,327,346,376,411,448,460,490,481,499,500,519,557,541,561,575,548,581,621,659,665,696,724,706,744,778,807,826,842,877,878,901,926,966,984,977,1007,1044,1071,1086,1103,1142,1165,1176,1183,1197,1219,1243,1227,1267,1302,1317,1352,1381,1374,1365,1398,1416,1453,1486,1499,
