1,47,192,314,187,362,308,393,584,582,641,707,874,998,1130,1266,1459,1499,
1,9,147,152,340,366,421,589,712,903,1044,1208,1177,1317,1499,
1,132,180,309,384,463,575,645,804,931,1074,1193,1345,1499,
