1,121,48,65,176,262,245,342,449,542,659,698,769,821,941,1029,1052,1151,1252,1372,1409,1499,
1,63,158,52,118,188,257,266,351,460,549,539,633,713,804,723,817,921,1036,1041,1144,1221,1218,1333,1402,1499,
1,62,83,196,123,230,241,282,294,263,380,467,569,505,581,696,772,851,927,970,1087,1201,1243,1293,1385,1499,
