1,49,134,205,308,416,537,585,606,671,647,773,735,808,906,1010,1122,1246,1369,1497,1499,
1,109,142,193,268,394,461,436,527,626,614,650,749,867,864,873,994,981,1102,1183,1306,1373,1499,
1,93,169,270,275,394,519,495,590,686,814,918,873,984,1107,1201,1095,1170,1290,1418,1499,
