1,44,83,100,131,179,206,265,318,310,352,371,403,430,469,487,524,574,620,637,634,682,705,672,713,755,814,818,873,894,945,977,992,1023,1070,1114,1142,1195,1238,1273,1324,1372,1405,1433,1464,1499,
1,32,13,37,36,59,114,170,198,250,285,315,346,405,425,432,490,528,574,578,618,638,677,713,763,739,753,803,835,884,939,979,1023,1033,1032,1080,1125,1180,1193,1204,1183,1205,1261,1315,1371,1405,1454,1499,
1,28,61,93,120,133,190,223,246,293,339,382,407,436,483,532,560,613,656,714,757,799,807,848,885,906,924,974,981,1014,1018,1061,1110,1149,1207,1181,1172,1173,1221,1270,1328,1342,1392,1387,1394,1420,1447,1499,
