1,10,20,19,39,60,83,103,108,131,151,141,138,158,172,193,181,199,202,219,224,247,269,285,301,324,327,346,359,368,383,361,376,390,404,427,445,453,469,483,495,497,514,536,550,573,593,597,594,617,631,616,618,634,638,640,651,670,661,682,702,688,710,731,735,744,752,764,775,792,809,831,853,874,889,902,904,919,926,945,958,965,960,971,990,1006,1029,1033,1046,1061,1081,1086,1094,1103,1106,1110,1111,1128,1151,1168,1191,1211,1231,1249,1261,1283,1305,1316,1339,1355,1350,1367,1385,1405,1409,1432,1430,1452,1473,1494,1499,
1,6,3,22,30,46,67,78,99,100,121,136,155,161,180,200,212,226,248,269,263,285,299,312,325,346,357,375,388,400,411,412,431,449,462,473,481,500,495,517,534,544,560,581,568,589,605,626,629,649,652,637,657,676,681,690,705,715,710,732,731,741,760,782,792,813,833,852,862,879,896,905,928,946,969,967,985,997,1020,1012,1026,1031,1053,1073,1072,1086,1094,1112,1132,1145,1163,1180,1190,1202,1205,1226,1240,1254,1276,1288,1309,1321,1329,1342,1351,1370,1389,1405,1416,1438,1458,1478,1499,
1,23,20,39,52,71,87,94,112,111,134,154,173,187,204,221,222,236,248,271,275,294,310,328,348,331,340,355,359,382,371,393,412,419,430,424,436,455,453,476,491,484,504,516,539,560,579,587,599,603,619,630,633,650,667,687,703,708,727,737,756,759,779,773,786,809,818,841,862,881,901,899,922,915,930,946,969,987,1005,989,1008,1031,1042,1050,1048,1070,1076,1078,1101,1111,1130,1142,1158,1173,1189,1211,1230,1246,1259,1260,1276,1295,1313,1333,1353,1367,1362,1361,1347,1368,1382,1405,1424,1440,1455,1478,1499,
