1,6,85,169,252,332,393,415,494,461,527,549,599,678,759,833,900,956,961,991,1045,1111,1178,1217,1277,1361,1443,1499,
1,71,108,75,152,221,237,210,174,213,203,264,321,369,420,462,546,563,554,636,682,713,724,799,843,883,907,892,976,1033,1109,1144,1175,1236,1276,1359,1413,1455,1499,
1,72,115,76,130,172,239,318,397,466,538,573,645,698,762,824,880,952,1021,1069,1119,1128,1187,1238,1322,1401,1419,1499,
