1,62,177,279,409,517,554,556,654,792,743,852,832,975,1114,1251,1393,1499,
1,126,117,229,349,474,471,571,662,671,679,818,753,825,862,944,1059,1187,1276,1366,1499,
1,67,152,268,357,437,390,507,642,698,797,918,1019,1119,1192,1241,1286,1363,1499,
