1,75,164,199,269,329,300,318,403,511,600,641,627,620,710,700,739,832,881,943,1054,1109,1164,1243,1323,1420,1499,
1,50,159,211,307,394,487,578,629,688,796,852,903,866,975,1070,1160,1145,1073,1155,1148,1110,1201,1252,1327,1419,1499,
1,94,152,236,324,343,445,435,447,464,575,658,746,843,913,1013,1040,1126,1217,1321,1418,1499,
