1,16,17,30,36,53,37,46,63,67,83,97,106,117,130,146,153,168,179,176,184,190,188,191,206,218,232,247,255,269,281,298,303,318,326,343,353,365,358,375,390,407,421,425,439,438,450,448,456,457,472,488,492,509,525,530,547,564,569,578,590,599,606,621,623,636,650,667,668,679,687,703,694,711,715,720,736,753,770,776,788,805,819,831,845,859,869,879,890,900,915,925,930,941,955,957,961,964,976,989,995,1008,1016,1031,1048,1036,1050,1058,1071,1087,1094,1102,1116,1128,1126,1124,1140,1156,1165,1182,1199,1206,1218,1223,1235,1239,1256,1271,1288,1303,1319,1315,1310,1327,1344,1360,1377,1369,1386,1393,1408,1424,1441,1451,1457,1467,1480,1485,1499,
1,4,18,26,36,48,59,72,89,106,109,119,134,149,165,173,188,202,201,212,225,242,246,263,276,292,309,299,306,319,326,332,349,339,351,364,372,383,399,406,421,429,440,450,460,473,482,495,511,524,541,556,572,589,604,612,607,623,636,653,665,679,673,678,684,692,704,708,720,732,735,750,758,755,768,784,801,815,824,835,845,862,876,892,909,925,942,937,924,928,935,950,966,973,986,992,1009,1016,1027,1041,1057,1071,1084,1099,1104,1112,1124,1118,1120,1133,1145,1159,1172,1182,1199,1214,1230,1246,1251,1262,1270,1281,1297,1301,1318,1332,1344,1358,1374,1385,1402,1418,1431,1443,1451,1462,1470,1486,1499,
1,0,2,12,6,23,32,44,57,73,75,87,104,113,124,132,143,160,171,168,185,170,182,188,199,211,213,225,240,246,262,263,272,285,284,300,307,315,326,335,342,351,366,372,364,378,395,411,418,434,451,463,459,448,458,471,480,495,494,508,525,542,540,546,563,577,591,593,597,608,617,634,651,664,676,685,686,693,710,725,722,726,739,752,761,774,790,807,812,823,830,842,858,870,886,885,900,917,931,934,925,941,956,951,968,978,994,1004,1016,1031,1045,1059,1076,1085,1099,1101,1113,1106,1118,1127,1136,1144,1160,1150,1157,1167,1181,1193,1204,1221,1213,1228,1244,1249,1265,1278,1281,1279,1291,1298,1306,1320,1337,1341,1350,1354,1344,1357,1364,1379,1377,1394,1402,1413,1428,1431,1440,1449,1455,1465,1479,1495,1499,
