1,47,147,201,200,296,381,385,444,489,602,556,571,650,700,782,887,922,962,913,998,1085,1108,1186,1266,1332,1438,1499,
1,17,46,120,179,223,128,238,277,378,410,437,550,658,771,804,832,924,999,1056,1158,1262,1325,1411,1499,
1,106,204,263,318,350,446,453,478,567,586,650,688,736,835,931,890,951,1003,1059,1143,1239,1330,1409,1499,
