1,63,89,115,160,149,164,223,262,312,376,383,452,460,512,559,633,677,729,802,852,904,932,965,991,1000,1059,1123,1163,1216,1202,1276,1328,1325,1390,1399,1454,1499,
1,38,111,185,212,247,297,366,390,455,398,467,535,575,625,699,714,778,846,893,932,990,955,1000,1053,1038,1099,1171,1242,1292,1317,1380,1425,1499,
1,41,97,152,193,252,313,248,294,344,385,406,449,520,498,538,583,637,666,725,743,763,830,878,943,914,944,994,1053,1087,1136,1170,1240,1298,1274,1307,1361,1389,1420,1491,1499,
