1,108,240,358,515,669,855,1023,1086,1278,1458,1499,
1,119,235,367,454,556,724,877,1019,1174,1217,1330,1499,
1,141,237,367,356,327,423,443,624,816,990,1077,1243,1279,1376,1499,
