1,43,123,175,318,429,540,562,692,791,850,994,1039,1150,1239,1351,1499,
1,114,76,184,320,452,539,580,534,639,667,794,906,952,1054,1106,1218,1365,1499,
1,100,244,164,201,240,346,472,603,639,717,836,886,1018,1059,1101,1205,1340,1480,1499,
