1,54,20,244,280,253,373,548,743,896,1003,850,908,1001,1096,1282,1499,
1,94,46,250,362,565,383,571,710,662,676,731,910,1082,1230,1349,1499,
1,108,227,327,416,523,658,743,894,1051,1153,1208,1280,1499,
